execution_id,model_id,execution_date,Oficina,power_usage_W,duration_epoch_h,num_epochs,emission_factor_location,total_inference_energy_Wh,num_predictions,model_accuracy,total_data,data_used,model_size_mb,energy_epoch_Wh,EPT_kWh,CPT_kg_CO2,EPP_Wh,CE,DWR,MFS,EPT_per_MB,CPT_per_MB
11,33,2024-01-01T05:48:47,Barcelona,137.9475544298242,1.3999795663619996,7,0.5597745614850349,4858.782693577181,32056,0.8965813861842523,27928,25677.0,217.7088700107131,193.12375743136363,1.3518663020195454,0.7567403663993868,0.15157170868408976,1.1847939213950445,0.08060011458034946,0.07826103971144559,0.006209514118340802,0.0034759280426293554
12,18,2024-01-01T06:22:46,Porto,114.92430268998349,0.726834614242809,5,0.43379921819508616,4414.580218862434,38622,0.8117708693147733,194272,158021.0,66.47419206987627,83.53096121279798,0.4176548060639899,0.18117832834597916,0.11430221684175947,4.480507556977847,0.18659920112007908,0.03410303924356623,0.006282961748898881,0.002725543894621966
13,47,2024-01-01T06:59:24,Madrid,137.30277088038235,0.9906644803668209,13,0.5850530090931909,2280.026034193419,67313,0.8436885804421835,164659,139006.0,238.06534879022104,136.02097816713865,1.7682727161728027,1.034533273494288,0.03387200145875862,0.8155258047839307,0.15579470299224457,0.16170936455968696,0.007427677842065849,0.004345585272075444
14,3,2024-01-01T08:34:57,Barcelona,70.9284982310398,1.2599679095644678,14,0.5442334944481213,2163.616337184545,69238,0.6277061978025316,184515,177721.0,401.8398512310598,89.36763164471026,1.2511468430259436,0.6809160184477444,0.031248972200013648,0.9218555310734017,0.03682085467306181,0.2535008134850723,0.003113545954172993,0.0016944959947643781
15,28,2024-01-01T09:51:42,Valencia,133.21948350041365,1.184125370310388,19,0.6070838846692582,1397.1068095796197,66732,0.6119494253077232,157780,134651.0,139.5238218336167,157.74857023248595,2.997222834417233,1.8195656815374186,0.0209360847806093,0.33631620529942313,0.14659018887057929,0.7060835084109396,0.02148179998962074,0.013041254587386988
16,9,2024-01-01T11:49:51,Valencia,90.40579647669315,0.583136671998336,18,0.5497862621174094,4122.528883499628,40132,0.936436738324824,158857,121083.0,434.60719028273405,52.718935286777736,0.9489408351619993,0.5217146347342884,0.10272423212148979,1.7949213535130282,0.23778618505951893,0.033161883847384444,0.0021834448586657415,0.0012004279873853133
17,33,2024-01-01T12:58:32,Madrid,112.01187647682502,0.7657409346058552,17,0.7311096598473266,5491.8165351899015,5477,0.6131454528048587,193022,146108.0,262.3105432020126,85.7720789803196,1.4581253426654333,1.0660495232908913,1.002705228261804,0.5751566314781331,0.24305001502419413,0.41240610562029406,0.005558775201584218,0.004064074246797992
18,2,2024-01-01T13:39:53,Barcelona,80.06891765468465,0.8364028942330362,17,0.3069759256671955,5419.986428973411,96139,0.8915556813491066,152442,143699.0,185.08084758553295,66.96987446448489,1.1384878658962432,0.3494883664943692,0.05637656340271286,2.551031069480451,0.05735296047021162,0.0379000277808956,0.006151300260120672,0.0018883010914074038
19,24,2024-01-01T15:09:13,Barcelona,97.4749139242063,1.7587101342386162,11,0.47868160746124844,8709.942860444116,51122,0.8333467485270991,98399,69258.0,307.3070198037338,171.43011895253844,1.8857313084779228,0.9026648939822154,0.17037562811400409,0.9232072212875025,0.2961513836522729,0.15043203957257756,0.006136310552496566,0.0029373389991504775
20,23,2024-01-01T15:29:49,Porto,79.9420354677655,0.6904344176479664,19,0.3287430074979526,8216.941401489861,2018,0.9044448830692389,138011,129038.0,211.59146956335687,55.194732703779756,1.0486999213718153,0.344752766114637,4.0718242822050845,2.6234593945752223,0.06501655665128142,0.03294289087828748,0.004956248583820167,0.0016293320653525101
21,41,2024-01-01T17:13:33,Barcelona,124.41257673893705,1.0955142488578749,18,0.6053688754688296,6483.400993566114,49847,0.6632093529704244,145664,139663.0,419.301186390539,136.29575055462934,2.453323509983328,1.4851656943998492,0.1300660218983312,0.446555798771278,0.04119755052724077,0.5001899151630542,0.005850981560777869,0.003542002127836956
22,50,2024-01-01T19:19:28,Madrid,88.0989295924947,1.589292654524647,19,0.2691649439460417,2966.041578693208,8555,0.6245947358222004,95823,76657.0,98.12219768950513,140.0149816728359,2.660284651783882,0.7160553691779236,0.3467026976847701,0.8722715626576116,0.20001461027102052,0.26881095503217023,0.027111955443578677,0.007297587967238435
23,5,2024-01-01T19:46:41,Valencia,56.52345330080752,1.1955971313323661,17,0.5090734788580821,7070.665065221545,89548,0.7935126988310578,138818,131917.0,257.702912482979,67.57927861944442,1.1488477365305552,0.584847913913843,0.07895949731117997,1.3567846955643825,0.049712573297411,0.1207636673383553,0.004458031635969327,0.002269465673782292
24,19,2024-01-01T20:21:11,Madrid,94.68877124934362,1.7161828232274292,11,0.6693593048059729,4984.988655510498,60934,0.915317604634155,126134,119816.0,85.30154494171924,162.50324277063476,1.7875356704769825,1.1965036337063517,0.08180964084928771,0.7649935853506936,0.050089587264337924,0.10132279376619145,0.020955489982019484,0.014026752206233093
25,33,2024-01-01T21:04:31,Madrid,115.72357182730438,1.208218710946059,20,0.5585563202822131,3065.5861067951214,98401,0.7521552952651187,25046,21728.0,218.82488345051033,139.81938477925937,2.7963876955851874,1.56194002132852,0.031154013747778188,0.481551970622641,0.1324762437115707,0.3871185633997612,0.012779112007239439,0.007137853779237908
26,30,2024-01-01T21:43:09,Braga,82.00903900756458,1.1404824204315334,19,0.5728003913186085,1660.08163210615,68620,0.8470931559111445,195195,141575.0,241.92848988746886,93.52986730461129,1.7770674787876144,1.0179049472491186,0.024192387527049695,0.8321927879419471,0.2746996593150439,0.15564463306629564,0.007345424590606106,0.004207462079900508
27,26,2024-01-01T22:30:38,Barcelona,130.35472663036566,1.0911099458534046,6,0.4631106038744742,2541.1140354949684,66193,0.6442904525582455,91465,68148.0,393.50484579091716,142.23133871539363,0.8533880322923618,0.395213046974165,0.03838946770043612,1.6302357867258432,0.2549281145793473,0.1405810540822571,0.0021686849384970385,0.0010043409914808404
28,27,2024-01-02T00:26:53,Porto,82.890620948383,0.8547189427693964,11,0.3063489278772935,3834.97972684581,21393,0.897105690887301,189890,137054.0,209.9166836846158,70.84818390250071,0.7793300229275077,0.23874691698642858,0.1792632976602538,3.757559269082819,0.2782452999104745,0.02456569907610548,0.0037125682877993307,0.0011373413146385642
29,43,2024-01-02T01:09:05,Porto,56.81499163992987,0.4758335969118475,5,0.4772078377489643,7496.200896774107,29100,0.8108832963248406,18414,18408.0,476.83166288559113,27.034481830544376,0.13517240915272188,0.06450533309508873,0.2576014053874264,12.57079465242819,0.00032583903551645487,0.01219903596441135,0.0002834803551733823,0.00013527904733659821
30,24,2024-01-02T03:25:47,Lisboa,130.65468716267344,1.3933845839302348,14,0.5514491208866977,4394.813470127219,9515,0.8403470963503802,66123,52745.0,230.9259053355361,182.05222691069673,2.548731176749754,1.4054955667951705,0.4618826558199915,0.597900922780248,0.2023199189389471,0.22439144830551716,0.011037008485671797,0.006086348626642735
31,4,2024-01-02T03:51:15,Valencia,123.60867100280717,1.1713862850673067,4,0.313086387494509,4279.804218926158,68395,0.863435234660877,38080,33484.0,325.4575410995366,144.79350192808522,0.5791740077123408,0.1813314978053737,0.06257481130091612,4.761639566820417,0.12069327731092437,0.024763493446382553,0.0017795685598669493,0.0005571586917075491
32,29,2024-01-02T05:30:34,Braga,62.65842357078818,0.5414015791070484,12,0.6142793043869592,2497.205490679835,67859,0.7092753104184677,59122,55010.0,262.6012006950035,33.92336946558303,0.40708043358699636,0.2500610855733619,0.03679991586495284,2.836408187192259,0.06955109773011739,0.07269893147973662,0.0015501849668227425,0.0009522465430909957
33,29,2024-01-02T05:45:18,Valencia,98.6925522973061,0.5947338538935543,11,0.36600325590289606,2586.2254254535474,99902,0.9497584708284721,34202,26786.0,358.9474000036578,58.695801978368,0.645653821762048,0.2363114009510577,0.025887624126179128,4.019097119335245,0.21682942517981404,0.011872646144447194,0.001798742160426482,0.0006583454872459019
34,24,2024-01-02T05:59:57,Valencia,61.66419017050847,1.3376663874622166,11,0.6654599025598951,5566.413354764381,28326,0.9889544922731742,14954,12102.0,321.2394280776783,82.4861145011672,0.9073472595128391,0.6038032189034017,0.1965125098765933,1.6378754887548723,0.19071820248762872,0.006669313119879799,0.0028245202182760553,0.0018796049492324372
35,33,2024-01-02T08:50:07,Madrid,148.31267618784997,1.146410155233245,5,0.3162705324971224,9118.879832966071,97566,0.706746005425482,154798,120929.0,405.38433558459,170.0271581315711,0.8501357906578555,0.26887289920622215,0.09346370490709952,2.6285505438144465,0.21879481647049703,0.07884805172505638,0.002097110608459761,0.000663254288842933
36,44,2024-01-02T09:14:08,Valencia,65.7582327455435,1.9011433893322125,15,0.777273869574922,4804.232471955097,79583,0.6615279423234858,139455,125163.0,190.2112527426999,125.01582947835904,1.8752374421753855,1.4575730630514407,0.06036757186779962,0.453855768258074,0.10248467247499193,0.4933477538648808,0.009858709277899726,0.0076629171094473045
37,48,2024-01-02T10:37:32,Madrid,69.80108382498409,1.3081194594866585,15,0.5572065626249676,6043.241200301471,42030,0.8937630370800044,28047,25338.0,257.5474938924827,91.30815604472113,1.369622340670817,0.7631625565395483,0.14378399239356343,1.171130618793256,0.09658787036046636,0.08107607222102106,0.005317940858095042,0.002963191545782009
38,20,2024-01-02T11:59:25,Barcelona,71.44171285234077,0.9501443925003543,15,0.20517694228251543,4075.5693793100263,24930,0.9291263196855124,63678,59701.0,466.4487635656524,67.87994285727208,1.0181991428590813,0.2089109867665044,0.16348052063016552,4.447474659262311,0.062454850968937464,0.014806290490273382,0.002182874567135111,0.00044787552907105154
39,15,2024-01-02T13:28:42,Barcelona,113.54842910803904,1.7212538959338082,8,0.7507424905528606,6131.510056107963,45776,0.8495888683164491,145752,136035.0,253.06601625407953,195.44567597937603,1.5635654078350083,1.1738349884203534,0.13394595543752102,0.7237719753606536,0.06666803886053022,0.17655784901805324,0.006178488249742632,0.004638453656463368
40,2,2024-01-02T14:10:05,Madrid,143.60354082032725,1.8721565794785286,8,0.7478839747231152,8997.152054576454,87597,0.93997013336655,194574,140577.0,311.1916733610676,268.84831378318916,2.150786510265513,1.60853876407823,0.1027107327257378,0.5843627485752251,0.2775139535600851,0.09656036748235064,0.006911452633149381,0.0051689646663902996
41,1,2024-01-02T14:54:42,Valencia,126.27707474841631,0.5009129669005288,15,0.6691049694630881,4287.2163557929925,87797,0.6877711319661167,166054,126618.0,65.26850788701574,63.25382416374906,0.9488073624562359,0.6348517212826328,0.04883101194565865,1.0833571193231821,0.23748900959928698,0.1982190343054388,0.014536985648556365,0.009726769338462657
42,10,2024-01-02T15:25:10,Madrid,103.58943393756952,0.9765004197453451,8,0.7619333510112298,9873.08564093065,53349,0.8067650426691867,19668,16938.0,229.4890137782294,101.15512572121933,0.8092410057697547,0.6165877113018472,0.185065992632114,1.3084351632078492,0.13880414887126297,0.11914630008411628,0.0035262734038840676,0.0026867853112031636
43,27,2024-01-02T15:37:42,Barcelona,127.93845168737168,1.990585354465245,20,0.5138339407376298,4620.767517925595,83407,0.620068717923947,132347,94737.0,437.79315988381296,254.6724082018414,5.093448164036827,2.6171865420698883,0.055400236406124126,0.23692186550582872,0.28417720084323783,0.9943510383608044,0.01163437127566952,0.005978134840581954
44,32,2024-01-02T17:50:10,Barcelona,148.11961785737248,1.6780661004985862,10,0.7049560957897045,7342.306436866129,74294,0.7704255013787664,114953,102922.0,315.7775010760808,248.55450954526177,2.485545095452618,1.752200166399526,0.09882771740471813,0.43969034825619274,0.10466016545892669,0.4022604746852132,0.007871191224778777,0.005548844235034229
45,23,2024-01-02T21:43:18,Madrid,87.81960258346444,1.1532871569824756,13,0.6854906580138538,7755.070632544902,77438,0.9418278224107219,112054,85761.0,75.62831999412568,101.28121979081457,1.3166558572805895,0.9025552899850661,0.1001455439518699,1.0435126056668569,0.23464579577703606,0.052503606613153626,0.01740956109276074,0.011934091489208947
46,16,2024-01-02T22:17:21,Madrid,144.01102615306206,0.8040207998958339,20,0.2340629950723615,6320.608454507234,35396,0.851377016001365,138833,118612.0,127.19859079094626,115.7878604414048,2.3157572088280958,0.5420330681587162,0.17856843865146438,1.5707104713988922,0.14564980948333608,0.08055857201568394,0.018205840130997165,0.004261313468869791
47,42,2024-01-02T22:18:59,Madrid,131.7619906548092,0.6682998182967559,9,0.5795234654833269,9639.060272757033,69619,0.7597225694659665,67066,54994.0,249.85724877148752,88.05651441302784,0.7925086297172506,0.45927734751918375,0.1384544488251344,1.6541694763951609,0.18000178928219962,0.11035398096439583,0.003171845658326515,0.0018381589878916263
48,18,2024-01-02T22:34:19,Barcelona,59.68539785398331,1.4574096381177153,13,0.29931545496568096,1576.463831994879,7294,0.6098613557237834,128766,103168.0,128.91062363994996,86.98607408728567,1.1308189631347139,0.3384715924344865,0.21613159199271717,1.8018095738472537,0.1987947128900486,0.13205084819840268,0.008772116146867109,0.002625629935511325
49,11,2024-01-02T23:55:35,Barcelona,91.25011436466137,1.1813254978250054,6,0.45576254107828806,6306.756677340123,90999,0.8392370206308792,81158,65861.0,302.2788118332668,107.79608677842226,0.6467765206705336,0.2947765105705763,0.06930578003428745,2.8470281400863064,0.18848419133049113,0.047389150087358965,0.0021396687275166593,0.0009751808563187397
50,15,2024-01-03T00:00:46,Barcelona,83.72404589533151,0.8622332364992967,4,0.4916010307255629,4795.045798711424,25933,0.9289869115893568,190231,140594.0,191.25634847238302,72.18965506514735,0.2887586202605894,0.14195403535099715,0.18490131487723843,6.544279697948236,0.2609301323128197,0.010080594462627938,0.0015097988776162662,0.0007422186844244545
51,49,2024-01-03T02:24:55,Barcelona,148.19641153778747,0.977835991601657,13,0.48432893194093873,1695.456892730631,70308,0.6713843051404742,79263,71071.0,215.80774319554615,144.91178502785965,1.8838532053621755,0.9124046108865763,0.024114708037927843,0.7358405439096756,0.10335213151155015,0.29983047519952755,0.008729312384566257,0.004227858543795785
52,49,2024-01-03T03:07:51,Madrid,138.84988934259786,0.4590891746193459,7,0.47759841576076084,7273.038477674718,81334,0.6474868010719708,99113,74340.0,97.65570887965822,63.744481094280765,0.44621136765996533,0.21310984228884183,0.08942187126754761,3.038277322707551,0.249947030157497,0.07512403222828744,0.004569229723270296,0.0021822568770808732
53,3,2024-01-03T03:37:53,Valencia,113.58856609561991,1.1312053483023825,4,0.7445077662888255,2351.739663426297,90680,0.894274845488346,94873,76110.0,496.07790068948765,128.49199347336392,0.5139679738934557,0.38265314818741014,0.02593449121555246,2.3370377317537745,0.19776964995309518,0.04045606321648477,0.0010360630319937716,0.0007713569736841109
54,22,2024-01-03T04:31:54,Valencia,87.09021668636986,0.8415315033916102,8,0.25872346290155923,9500.95801055636,92578,0.6551103284445042,23702,18916.0,226.6868333748518,73.28916097878192,0.5863132878302554,0.1516930041726423,0.10262652045363219,4.318658807092521,0.20192388827947008,0.05231735038636905,0.0025864461517300453,0.000669174304984009
55,10,2024-01-03T05:01:18,Madrid,83.42878781146817,0.9278870712051747,10,0.2913453663839657,1518.240629383441,66012,1.0428784403550495,196951,157662.0,191.02867496453732,77.41249357658117,0.7741249357658117,0.2255377130376543,0.02299946417898929,4.623964774267873,0.19948616660996898,-0.009670705376299332,0.004052401744971118,0.0011806484711236324
56,40,2024-01-03T08:12:53,Madrid,143.52650337243182,1.6425784940706558,6,0.6981932935460238,7050.706298226726,46968,0.7407385476666035,166031,160337.0,151.158222514061,235.75354776871595,1.4145212866122956,0.9876092758907977,0.15011723510106298,0.7500319870917339,0.03429480036860586,0.25604901520538226,0.00935788515560716,0.006533612657418809
57,35,2024-01-03T08:55:50,Braga,104.72976716745575,1.4754385497578992,13,0.5758812507313819,9829.770189725092,31442,0.6613819459420796,56742,44338.0,372.82687680730487,154.52233578603335,2.0087903652184336,1.156824707979141,0.31263183607038647,0.5717218359706794,0.21860350357759684,0.3917217315020188,0.005387997728116245,0.003102846870605427
58,6,2024-01-03T09:29:38,Madrid,125.81882536226358,0.9705789164205961,9,0.47215482172418644,2640.32046963652,97463,0.6879708619863104,74659,53686.0,382.85267998223577,122.117099185418,1.099053892668762,0.5189235947582925,0.027090490438797493,1.3257652358373833,0.2809172370377315,0.1619192819673952,0.002870696615522602,0.0013554132487262997
59,17,2024-01-03T09:35:28,Porto,43.06396427076892,1.1224789639788024,10,0.5692805987859698,1177.2388126461829,74081,0.7265850450946145,132877,118517.0,487.7792988889808,48.33839399947286,0.4833839399947286,0.27518109880372044,0.01589123813995738,2.6403886322616543,0.10806986912708745,0.07523862772023365,0.0009909890417566642,0.0005641508350815684
60,24,2024-01-03T10:23:26,Barcelona,125.73000573385934,1.1074581392287515,17,0.4770365980330841,7584.786283389564,28812,0.9153375285332681,66639,56268.0,339.82188102507075,139.24071819524013,2.3670922093190825,1.1291896147641922,0.26325094694535484,0.8106145474287039,0.1556295862783055,0.0955999835405034,0.006965685088254949,0.003322886717470924
61,40,2024-01-03T10:57:33,Madrid,60.767152618916654,1.8641554510851839,20,0.299133332587769,8128.8994892175215,12635,0.6584720230795322,103329,85057.0,134.92061706477804,113.27941880147878,2.2655883760295756,0.6777130011938385,0.643363631912744,0.9716089582457295,0.17683322203834353,0.23145795023043023,0.016792010185825212,0.005023049967733657
62,22,2024-01-03T11:47:55,Barcelona,52.93946376091252,1.3068224305042442,6,0.29946143372988365,7396.07671101916,87413,0.6351735034253525,106499,103345.0,103.05282326330156,69.18247870162705,0.41509487220976227,0.12430490556585824,0.08461071821146923,5.109802389004108,0.02961530155212725,0.045349723204634464,0.004027981563874174,0.001206225134155299
63,2,2024-01-03T12:58:17,Lisboa,126.54477761509499,0.5843555158777458,13,0.47406435761717086,8623.791881921992,51566,0.6752579324096097,163569,141191.0,207.6935328477698,73.94713880490345,0.9613128044637448,0.45572413711726617,0.16723794519493448,1.481725187261375,0.13681076487598506,0.14799279853830752,0.0046285158294666045,0.002194214383416993
64,38,2024-01-03T15:32:26,Lisboa,110.0856898359192,1.554071191676205,12,0.4421139335464179,3259.456681498008,62262,0.9489968378996931,143270,116836.0,170.96596776334354,171.08099918980406,2.0529719902776487,0.9076475220822697,0.05235065821043346,1.0455565787504848,0.18450478118238292,0.04629289369870386,0.012008073987680617,0.005308936825009898
65,24,2024-01-03T17:49:59,Madrid,86.62796827575373,1.2505779004725448,7,0.5966128688994563,3487.50876400532,68312,0.9264180705777211,170137,150918.0,413.74853498444764,108.33502268849432,0.7583451588194603,0.45243848081929205,0.05105265200850977,2.0476111335625773,0.11296190716892857,0.03329129636356824,0.0018328648797462585,0.0010935107742104724
66,32,2024-01-03T19:21:17,Braga,49.52888198242876,0.5339310471699096,9,0.5714263444342004,3131.8649886364933,22406,0.6012183305669279,110886,110694.0,421.0330083530774,26.445007822033052,0.23800507039829746,0.13600236733450363,0.13977796075321314,4.4206460692570575,0.0017315080352794763,0.054235251092503274,0.0005652883875525192,0.0003230206768502396
67,17,2024-01-03T19:33:02,Valencia,75.94535752216864,0.8401195559304668,18,0.5485567403614806,1702.2762525645176,32815,0.8293970895512034,166001,128591.0,479.18100771594806,63.803180036504855,1.1484572406570874,0.6299939603793924,0.05187494293964704,1.3165159377904627,0.2253600881922398,0.1074788032058882,0.0023967085968855367,0.0013147306555038678
68,9,2024-01-03T20:56:28,Madrid,67.96735839947453,0.7950643921660419,18,0.7503931582062533,5326.078164953594,8332,0.7859039642370905,67183,50312.0,186.7106611285392,54.03842649300974,0.9726916768741753,0.7299011793705489,0.6392316568595288,1.076726530178835,0.25112007501897804,0.15626894900190683,0.0052096204415694024,0.00390926353620512
69,50,2024-01-03T21:16:03,Lisboa,86.66201560064927,0.7650351388041385,8,0.29728284923916115,3514.1890155201027,5051,0.778831465318212,133892,103933.0,255.58814112227273,66.29948713408913,0.5303958970727131,0.157677603506537,0.695741242431222,4.939391822288339,0.2237549666895707,0.03487332451967674,0.002075197600106857,0.0006169206552940359
70,20,2024-01-03T22:36:26,Madrid,98.92007515157974,1.1398556841212164,7,0.2574584846556516,2283.562781272492,4522,0.8672117419524541,57535,56293.0,212.02727903063632,112.75460993522606,0.7892822695465823,0.2032074170830366,0.5049895579992242,4.267618546610853,0.021586860172069174,0.026983558936797554,0.0037225505753556223,0.0009584022301850824
71,39,2024-01-04T00:56:25,Lisboa,114.08759841436517,0.7902848322579321,5,0.741334372486758,6927.404322489727,36275,0.8578579768494667,180402,150312.0,395.0185721421461,90.1616985756069,0.45080849287803454,0.33419983117943886,0.1909691060644997,2.5669012872387267,0.16679415970998104,0.047503840140412104,0.0011412336651245162,0.0008460357429958461
72,43,2024-01-04T02:36:30,Braga,48.30464045216131,1.1623118334446343,11,0.4781489370235985,6052.036218052823,64018,0.890814176709434,44569,31661.0,119.17475462498494,56.14505520783546,0.6175956072861901,0.2953026831343356,0.09453647752277207,3.016613893427427,0.28961834458928853,0.03224286657793558,0.005182268755069972,0.0024778962966073145
73,2,2024-01-04T02:57:00,Braga,92.84240302816434,1.1306529873470565,11,0.6078222591874112,2994.820153584283,48539,0.7784109174502236,118120,115961.0,273.07625804630163,104.97254033627343,1.1546979436990077,0.701851112818189,0.06169925531189936,1.1090826861050616,0.018278022350152388,0.1555225441759221,0.0042284816408434235,0.002570165263869941
74,15,2024-01-04T03:32:25,Barcelona,88.33831345798932,0.6761430684125009,7,0.5273987077791666,6910.13101086186,73556,1.0294368801011349,170508,164777.0,267.07414325322577,59.72933831987022,0.41810536823909156,0.22050823092482952,0.09394381166542308,4.6684737153964395,0.03361132615478453,-0.006491074355047568,0.0015655029841008077,0.0008256442508391953
75,47,2024-01-04T05:48:14,Porto,76.30669971209396,0.4556515771650002,13,0.2429284842092046,8593.865173901962,43686,0.9804103110652547,103957,89942.0,390.56516028970043,34.76926807207168,0.45200048493693185,0.10980379266755427,0.19671897573368957,8.92874724312646,0.13481535634925979,0.0021510221422126586,0.0011572985276046177,0.00028114077708853413
76,35,2024-01-04T06:38:42,Barcelona,124.75229086571697,0.8273963486132672,9,0.37186939284923537,3732.1740657841806,9167,0.7573179936882212,41852,39454.0,54.8005596687639,103.21958994343447,0.9289763094909103,0.34545785618170816,0.4071314569416582,2.1922152880201913,0.05729714231100067,0.08383640563434289,0.016951949306832043,0.006303911096342648
77,20,2024-01-04T06:52:18,Valencia,61.274624674175726,0.7121448820680427,6,0.31472739317091253,1611.2408202980769,22601,0.7209137341682157,130436,110872.0,307.05544393553726,43.636410362354454,0.2618184621741267,0.08240144208408005,0.07129068715092593,8.748799971639041,0.14998926676684352,0.022997110770399946,0.0008526748746688642,0.00026836014052686617
78,1,2024-01-04T07:11:43,Braga,76.9488820429485,1.6611911771811703,16,0.20927515800128932,1651.8591479909326,21365,0.9039800488087744,127779,112476.0,436.976659468273,127.82680394370063,2.04522886309921,0.4280155934738845,0.07731613142948432,2.112025969595734,0.11976146315122203,0.04109803639444587,0.004680407565905029,0.0009794930328652048
79,38,2024-01-04T07:42:00,Madrid,86.6704952041384,0.8997452504754115,7,0.6142797944715552,7809.244601961259,12574,0.8863984959363272,136202,119076.0,315.5251549723933,77.98136641627546,0.5458695649139282,0.3353166441436051,0.6210628759313869,2.643467037552457,0.12573971013641502,0.03809247511229687,0.001730035010874771,0.0010627255509087492
80,5,2024-01-04T07:49:37,Madrid,141.96348406189495,1.4961480715547957,13,0.34306660187555693,3616.644932218708,21511,0.7665857767978508,130779,108636.0,198.51389219940663,212.39839291040408,2.761179107835253,0.9472683336948222,0.16813002334706467,0.8092593719540706,0.16931617461519052,0.2211059022733712,0.013909248754548909,0.004771798704864916
81,11,2024-01-04T07:58:01,Barcelona,41.196642633794454,0.5380549050737953,6,0.22874674229220304,8027.120973556472,42853,0.698537518689823,52721,45016.0,483.0826476284368,22.166055641685343,0.13299633385011206,0.03042247810501938,0.18731759675067022,22.96123005753998,0.14614669676220102,0.009171235737143676,0.0002753076197272278,6.2975721140824e-05
82,2,2024-01-04T09:01:40,Valencia,128.08177873052819,1.2966060694217636,16,0.7229525300436963,2138.886343996583,62328,0.7114000995172901,22581,20629.0,279.6646875130976,166.0716116843382,2.6571457869494113,1.9209902693700254,0.03431662084450942,0.37032988186378923,0.08644435587440769,0.5543976005684433,0.009501184474085484,0.0068689053539519864
